"word","freq"
"broad",4.715
"lyin'",4.714
"nigga's",4.707
"henny",4.702
"woods",4.7
"hotel",4.699
"fanta",4.699
"panda",4.699
"scanners",4.699
"twisting",4.699
"4",4.694
"eatin'",4.681
"d's",4.671
"pimp",4.671
"lit",4.669
"bomb",4.667
"moments",4.667
"mention",4.667
"n****s",4.66
"raw",4.653
"fucker",4.646
"advice",4.643
"dah",4.642
"jack",4.638
"pockets",4.635
"cam",4.635
"gang",4.633
"rude",4.625
"dancin'",4.623
"firefly",4.623
"wrongs",4.62
"havin'",4.619
"decide",4.616
"tickets",4.609
"worried",4.608
"card",4.605
"maybach",4.602
"dirt",4.6
"soft",4.596
"brakes",4.594
"fare",4.593
"askin'",4.578
"walking",4.578
"blaow",4.567
"messin'",4.563
"miles",4.557
"de",4.555
"ga",4.552
"dough",4.545
"sense",4.542
"presence",4.541
"spray",4.535
"whats",4.533
"shit's",4.531
"jewelry",4.524
"stuck",4.519
"hustlers",4.514
"crew",4.504
"raised",4.499
"begin",4.476
"callin'",4.473
"lived",4.47
"disrespect",4.465
"rome",4.464
"luther",4.438
"trust",4.437
"minutes",4.434
"stunt",4.433
"nggas",4.427
"wack",4.423
"bod",4.421
"testify",4.416
"earth]",4.414
"lifted",4.414
"flame",4.386
"would've",4.386
"less",4.384
"drinks",4.375
"weak",4.369
"threw",4.367
"kinda",4.365
"fck",4.363
"video",4.361
"brain",4.356
"exactly",4.356
"spaz",4.348
"'till",4.343
"pac",4.327
"except",4.315
"c'mon",4.307
"stick",4.306
"crossed",4.302
"rocafella",4.3
"finish",4.294
"marvin",4.294
"songs",4.293
"ballin'",4.287
"eating",4.286
"woke",4.283
"wrote",4.282
"sunday",4.273
"18",4.269
"fear",4.264
"jimmy",4.263
"cruise",4.261
"def",4.259
"n****",4.253
"should've",4.252
"makin",4.251
"harder",4.245
"keeps",4.244
"throne",4.235
"killers",4.235
"happened",4.234
"extraterrestrial",4.23
"raise",4.22
"spoke",4.219
"toys",4.216
"dogs",4.211
"10",4.203
"hip",4.192
"flaws",4.192
"rolling",4.19
"jigga",4.185
"improvise",4.183
"state",4.183
"super",4.182
"dishes",4.181
"others",4.169
"le",4.166
"plenty",4.163
"mtv",4.161
"boat",4.135
"dumb",4.134
"indian",4.13
"fit",4.129
"shoutout",4.124
"case",4.123
"c",4.12
"legs",4.113
"possessed",4.112
"lets",4.109
"classes",4.106
"killin'",4.103
"conscious",4.103
"camera",4.102
"gets",4.096
"fail",4.096
"tellin'",4.095
"homies",4.086
"puttin'",4.082
"pair",4.074
"record",4.074
"friday",4.073
"sh**",4.071
"serious",4.07
"jacket",4.07
"laid",4.066
"destination",4.064
"east",4.05
"ends",4.046
"burn",4.044
"pimpin'",4.044
"nas",4.025
"grammys",4.025
"equinox",4.021
"highlights",4.021
"ugh",4.021
"tom",4.013
"tape",4.01
"p",4.002
"ma",4.001
"platinum",4
"court",3.993
"gettin",3.991
"hanging",3.987
"porsche",3.983
"hollywood",3.983
"shop",3.982
"killa",3.975
"jacob",3.975
"jam",3.974
"freeway",3.973
"leavin'",3.972
"flip",3.972
"watching",3.967
"loves",3.967
"later",3.96
"became",3.96
